Date;Time;Temperature;Dew Point;Humidity;Wind;Speed;Gust;Pressure;Precip. Rate.;Precip. Accum.;UV;Solar
011024;2:09 AM;55.8 °F;49.1 °F;78 %;WSW;4.2 mph;13.7 mph;29.76 in;0.00 in;0.19 in;0;0 w/m²
011024;2:14 AM;55.8 °F;49.1 °F;78 %;NNW;4.1 mph;11.2 mph;29.76 in;0.00 in;0.19 in;0;0 w/m²
011024;2:19 AM;55.6 °F;49.0 °F;79 %;North;2.4 mph;9.5 mph;29.76 in;0.00 in;0.19 in;0;0 w/m²
011024;2:24 AM;55.4 °F;48.9 °F;78 %;NNW;5.1 mph;13.7 mph;29.76 in;0.00 in;0.19 in;0;0 w/m²
011024;2:29 AM;55.4 °F;48.9 °F;79 %;;2.4 mph;7.5 mph;29.76 in;0.00 in;0.19 in;0;0 w/m²
011024;2:34 AM;55.3 °F;48.9 °F;79 %;WNW;3.9 mph;10.7 mph;29.76 in;0.00 in;0.19 in;0;0 w/m²
011024;2:39 AM;55.4 °F;48.9 °F;79 %;NE;2.8 mph;9.9 mph;29.76 in;0.00 in;0.19 in;0;0 w/m²
011024;2:44 AM;55.4 °F;48.7 °F;78 %;NNE;4.6 mph;15.5 mph;29.76 in;0.00 in;0.19 in;0;0 w/m²
011024;2:49 AM;55.4 °F;48.9 °F;78 %;WSW;3.2 mph;9.5 mph;29.76 in;0.00 in;0.19 in;0;0 w/m²
011024;2:54 AM;55.4 °F;48.8 °F;78 %;NNW;4.9 mph;12.9 mph;29.77 in;0.00 in;0.19 in;0;0 w/m²
011024;2:59 AM;55.5 °F;48.8 °F;78 %;;4.7 mph;13.5 mph;29.77 in;0.00 in;0.19 in;0;0 w/m²
011024;3:04 AM;55.4 °F;48.9 °F;79 %;NNW;3.2 mph;11.3 mph;29.76 in;0.00 in;0.19 in;0;0 w/m²
011024;3:09 AM;55.4 °F;49.0 °F;79 %;SSW;3.1 mph;9.9 mph;29.77 in;0.00 in;0.19 in;0;0 w/m²
011024;3:14 AM;55.4 °F;49.1 °F;79 %;North;4.5 mph;13.9 mph;29.77 in;0.00 in;0.19 in;0;0 w/m²
011024;3:19 AM;55.4 °F;49.1 °F;79 %;NNW;3.4 mph;9.3 mph;29.77 in;0.00 in;0.19 in;0;0 w/m²
011024;3:24 AM;55.3 °F;49.2 °F;80 %;WNW;4.5 mph;12.3 mph;29.77 in;0.00 in;0.19 in;0;0 w/m²
011024;3:29 AM;55.1 °F;49.0 °F;80 %;NNW;3.1 mph;10.1 mph;29.76 in;0.00 in;0.19 in;0;0 w/m²
011024;3:34 AM;55.0 °F;48.9 °F;80 %;NNW;3.9 mph;9.5 mph;29.76 in;0.00 in;0.19 in;0;0 w/m²
011024;3:39 AM;55.0 °F;48.8 °F;80 %;NNW;4.2 mph;11.4 mph;29.77 in;0.00 in;0.19 in;0;0 w/m²
011024;3:44 AM;55.1 °F;48.8 °F;79 %;North;2.8 mph;9.9 mph;29.77 in;0.00 in;0.19 in;0;0 w/m²
011024;3:49 AM;55.0 °F;48.7 °F;79 %;NW;2.4 mph;9.1 mph;29.76 in;0.00 in;0.19 in;0;0 w/m²
011024;3:54 AM;55.0 °F;48.7 °F;79 %;NW;3.3 mph;10.1 mph;29.76 in;0.00 in;0.19 in;0;0 w/m²
011024;3:59 AM;55.2 °F;48.9 °F;79 %;SE;3.3 mph;8.3 mph;29.76 in;0.00 in;0.19 in;0;0 w/m²
011024;4:04 AM;55.0 °F;48.7 °F;79 %;NW;3.4 mph;11.3 mph;29.76 in;0.00 in;0.19 in;0;0 w/m²
011024;4:09 AM;55.2 °F;48.9 °F;79 %;NW;3.5 mph;11.6 mph;29.76 in;0.00 in;0.19 in;0;0 w/m²
011024;4:14 AM;55.2 °F;48.9 °F;79 %;NE;5.7 mph;16.2 mph;29.76 in;0.00 in;0.19 in;0;0 w/m²
011024;4:19 AM;55.2 °F;48.9 °F;79 %;;4.5 mph;12.8 mph;29.76 in;0.00 in;0.19 in;0;0 w/m²
011024;4:24 AM;55.2 °F;48.9 °F;79 %;NW;3.1 mph;9.3 mph;29.76 in;0.00 in;0.19 in;0;0 w/m²
011024;4:29 AM;55.0 °F;48.8 °F;79 %;East;3.1 mph;8.4 mph;29.76 in;0.00 in;0.19 in;0;0 w/m²
011024;4:34 AM;55.0 °F;48.9 °F;80 %;NNW;3.4 mph;9.1 mph;29.76 in;0.00 in;0.19 in;0;0 w/m²
011024;4:39 AM;55.0 °F;48.7 °F;79 %;WNW;4.7 mph;11.7 mph;29.77 in;0.00 in;0.19 in;0;0 w/m²
011024;4:44 AM;55.0 °F;48.8 °F;79 %;SW;3.2 mph;11.7 mph;29.76 in;0.00 in;0.19 in;0;0 w/m²
011024;4:49 AM;55.0 °F;48.8 °F;79 %;;3.9 mph;11.7 mph;29.76 in;0.00 in;0.19 in;0;0 w/m²
011024;4:54 AM;55.0 °F;48.9 °F;80 %;NW;3.8 mph;8.6 mph;29.76 in;0.00 in;0.19 in;0;0 w/m²
011024;4:59 AM;55.0 °F;48.9 °F;80 %;NNE;2.7 mph;10.5 mph;29.76 in;0.00 in;0.19 in;0;0 w/m²
011024;5:04 AM;55.1 °F;48.9 °F;80 %;North;2.4 mph;9.3 mph;29.76 in;0.00 in;0.19 in;0;0 w/m²
011024;5:09 AM;55.0 °F;48.8 °F;80 %;North;3.3 mph;9.5 mph;29.76 in;0.00 in;0.19 in;0;0 w/m²
011024;5:14 AM;55.2 °F;49.1 °F;80 %;NNW;2.5 mph;7.7 mph;29.77 in;0.00 in;0.19 in;0;0 w/m²
011024;5:19 AM;55.1 °F;49.0 °F;80 %;WSW;3.3 mph;12.7 mph;29.76 in;0.00 in;0.19 in;0;0 w/m²
011024;5:24 AM;55.2 °F;49.1 °F;80 %;;2.2 mph;7.5 mph;29.76 in;0.00 in;0.19 in;0;0 w/m²
011024;5:29 AM;55.1 °F;49.0 °F;80 %;NNE;3.4 mph;9.3 mph;29.77 in;0.00 in;0.19 in;0;0 w/m²
011024;5:34 AM;55.0 °F;48.9 °F;80 %;West;2.8 mph;9.1 mph;29.76 in;0.00 in;0.19 in;0;0 w/m²
011024;5:39 AM;55.2 °F;49.1 °F;80 %;North;2.3 mph;7.5 mph;29.76 in;0.00 in;0.19 in;0;0 w/m²
011024;5:44 AM;55.2 °F;49.1 °F;80 %;ESE;3.2 mph;13.0 mph;29.77 in;0.00 in;0.19 in;0;0 w/m²
011024;5:49 AM;55.2 °F;49.1 °F;80 %;NW;4.3 mph;17.0 mph;29.77 in;0.00 in;0.19 in;0;0 w/m²
011024;5:54 AM;55.2 °F;49.1 °F;80 %;NNE;2.9 mph;11.7 mph;29.77 in;0.00 in;0.19 in;0;0 w/m²
011024;5:59 AM;55.2 °F;49.0 °F;80 %;NNW;1.5 mph;6.4 mph;29.77 in;0.00 in;0.19 in;0;0 w/m²
011024;6:04 AM;55.2 °F;49.0 °F;79 %;NW;3.3 mph;10.1 mph;29.77 in;0.00 in;0.19 in;0;0 w/m²
011024;6:09 AM;55.2 °F;48.9 °F;79 %;NW;3.2 mph;12.7 mph;29.77 in;0.00 in;0.19 in;0;0 w/m²
011024;6:14 AM;55.2 °F;48.9 °F;79 %;NW;3.0 mph;10.1 mph;29.77 in;0.00 in;0.19 in;0;0 w/m²
011024;6:19 AM;55.2 °F;48.9 °F;79 %;NNW;3.5 mph;13.3 mph;29.77 in;0.00 in;0.19 in;0;0 w/m²
011024;6:24 AM;55.2 °F;48.9 °F;79 %;NNW;3.3 mph;8.5 mph;29.77 in;0.00 in;0.19 in;0;0 w/m²
011024;6:29 AM;55.2 °F;48.7 °F;78 %;NNW;3.0 mph;9.7 mph;29.77 in;0.00 in;0.19 in;0;0 w/m²
011024;6:34 AM;55.2 °F;48.6 °F;78 %;NW;3.6 mph;14.3 mph;29.77 in;0.00 in;0.19 in;0;0 w/m²
011024;6:39 AM;55.2 °F;48.6 °F;78 %;NNW;2.7 mph;7.1 mph;29.77 in;0.00 in;0.19 in;0;0 w/m²
011024;6:44 AM;55.2 °F;48.6 °F;78 %;NNW;3.8 mph;10.5 mph;29.78 in;0.00 in;0.19 in;0;0 w/m²
011024;6:49 AM;55.2 °F;48.6 °F;78 %;NNW;2.8 mph;9.5 mph;29.77 in;0.00 in;0.19 in;0;0 w/m²
011024;6:54 AM;55.2 °F;48.8 °F;79 %;NNW;2.6 mph;12.1 mph;29.78 in;0.00 in;0.19 in;0;0 w/m²
011024;6:59 AM;55.1 °F;48.8 °F;79 %;North;3.1 mph;12.6 mph;29.78 in;0.00 in;0.19 in;0;0 w/m²
011024;7:04 AM;55.0 °F;48.7 °F;79 %;;2.1 mph;9.5 mph;29.78 in;0.00 in;0.19 in;0;0 w/m²
011024;7:09 AM;54.9 °F;48.7 °F;80 %;NNW;2.4 mph;9.3 mph;29.78 in;0.00 in;0.19 in;0;0 w/m²
011024;7:14 AM;54.9 °F;48.7 °F;80 %;NW;2.8 mph;11.4 mph;29.78 in;0.00 in;0.19 in;0;0 w/m²
011024;7:19 AM;54.9 °F;48.7 °F;80 %;NNW;1.4 mph;5.4 mph;29.78 in;0.00 in;0.19 in;0;0 w/m²
011024;7:24 AM;54.9 °F;48.7 °F;80 %;NNW;3.5 mph;8.5 mph;29.78 in;0.00 in;0.19 in;0;0 w/m²
011024;7:29 AM;54.8 °F;48.7 °F;80 %;;3.3 mph;10.3 mph;29.78 in;0.00 in;0.19 in;0;0.1 w/m²
011024;7:34 AM;54.7 °F;48.6 °F;80 %;NW;3.9 mph;12.6 mph;29.78 in;0.00 in;0.19 in;0;0.1 w/m²
011024;7:39 AM;54.7 °F;48.6 °F;80 %;NNW;1.7 mph;8.1 mph;29.78 in;0.00 in;0.19 in;0;0.3 w/m²
011024;7:44 AM;54.7 °F;48.6 °F;80 %;NNW;2.3 mph;5.7 mph;29.78 in;0.00 in;0.19 in;0;0.4 w/m²
011024;7:49 AM;54.7 °F;48.6 °F;80 %;;2.6 mph;8.1 mph;29.78 in;0.00 in;0.19 in;0;0.9 w/m²
011024;7:54 AM;54.7 °F;48.6 °F;80 %;NNW;3.0 mph;8.1 mph;29.78 in;0.00 in;0.19 in;0;1.4 w/m²
011024;7:59 AM;54.7 °F;48.6 °F;80 %;NW;2.5 mph;8.9 mph;29.78 in;0.00 in;0.19 in;0;2.1 w/m²
011024;8:04 AM;54.9 °F;48.7 °F;80 %;NNW;2.5 mph;8.4 mph;29.78 in;0.00 in;0.00 in;0;2.6 w/m²
011024;8:09 AM;54.9 °F;48.7 °F;80 %;NNW;2.8 mph;8.9 mph;29.78 in;0.00 in;0.00 in;0;4.4 w/m²
011024;8:14 AM;54.9 °F;48.8 °F;80 %;NW;1.3 mph;7.3 mph;29.78 in;0.00 in;0.00 in;0;4.4 w/m²
011024;8:19 AM;54.9 °F;48.7 °F;80 %;NW;2.4 mph;7.7 mph;29.78 in;0.00 in;0.00 in;0;6 w/m²
011024;8:24 AM;54.9 °F;48.7 °F;80 %;NW;3.6 mph;8.3 mph;29.78 in;0.00 in;0.00 in;0;6.1 w/m²
011024;8:29 AM;54.9 °F;48.7 °F;80 %;NNW;2.6 mph;8.5 mph;29.78 in;0.00 in;0.00 in;0;7.3 w/m²
011024;8:34 AM;54.8 °F;48.6 °F;80 %;NNW;2.5 mph;7.6 mph;29.79 in;0.00 in;0.00 in;0;6.9 w/m²
011024;8:39 AM;54.9 °F;48.7 °F;80 %;NNW;2.6 mph;8.9 mph;29.79 in;0.00 in;0.00 in;0;9.2 w/m²
011024;8:44 AM;54.9 °F;48.7 °F;80 %;;3.4 mph;13.0 mph;29.78 in;0.00 in;0.00 in;0;12.9 w/m²
011024;8:49 AM;54.9 °F;48.7 °F;80 %;West;1.6 mph;4.8 mph;29.78 in;0.00 in;0.00 in;0;14.2 w/m²
011024;8:54 AM;54.9 °F;48.7 °F;80 %;WNW;1.7 mph;9.4 mph;29.78 in;0.00 in;0.00 in;0;15.6 w/m²
011024;8:59 AM;54.9 °F;48.7 °F;80 %;NNE;2.0 mph;8.1 mph;29.78 in;0.00 in;0.00 in;0;18.4 w/m²
011024;9:04 AM;55.0 °F;48.8 °F;80 %;North;2.5 mph;6.9 mph;29.79 in;0.00 in;0.00 in;0;19.7 w/m²
011024;9:09 AM;55.0 °F;49.0 °F;80 %;NNW;2.4 mph;7.9 mph;29.79 in;0.00 in;0.00 in;0;20.4 w/m²
011024;9:14 AM;55.1 °F;49.0 °F;80 %;North;4.3 mph;11.1 mph;29.79 in;0.00 in;0.00 in;0;23.4 w/m²
011024;9:19 AM;55.2 °F;49.1 °F;80 %;NNW;2.3 mph;9.2 mph;29.79 in;0.00 in;0.00 in;0;21.9 w/m²
011024;9:24 AM;55.2 °F;49.1 °F;80 %;NE;2.8 mph;10.5 mph;29.79 in;0.00 in;0.00 in;0;19.1 w/m²
011024;9:29 AM;55.2 °F;49.2 °F;80 %;NNW;2.2 mph;8.1 mph;29.79 in;0.00 in;0.00 in;0;24.4 w/m²
011024;9:34 AM;55.0 °F;49.3 °F;81 %;NE;1.2 mph;9.5 mph;29.79 in;0.00 in;0.00 in;0;23.9 w/m²
011024;9:39 AM;55.0 °F;49.3 °F;81 %;NNW;1.6 mph;9.9 mph;29.79 in;0.00 in;0.00 in;0;23.2 w/m²
011024;9:44 AM;55.1 °F;49.4 °F;81 %;NNW;1.0 mph;4.6 mph;29.79 in;0.00 in;0.00 in;0;21.2 w/m²
011024;9:49 AM;55.1 °F;49.4 °F;81 %;NW;1.4 mph;8.1 mph;29.79 in;0.00 in;0.00 in;0;24.1 w/m²
011024;9:54 AM;55.2 °F;49.5 °F;81 %;NNW;1.8 mph;6.4 mph;29.79 in;0.00 in;0.00 in;0;36.4 w/m²
011024;9:59 AM;55.3 °F;49.6 °F;81 %;NW;1.0 mph;5.5 mph;29.79 in;0.00 in;0.00 in;0;42.8 w/m²
011024;10:04 AM;55.5 °F;49.6 °F;81 %;NNW;2.3 mph;9.3 mph;29.79 in;0.00 in;0.00 in;0;46.9 w/m²
011024;10:09 AM;55.6 °F;49.5 °F;80 %;NNW;1.8 mph;12.3 mph;29.80 in;0.00 in;0.00 in;0;48.9 w/m²
011024;10:14 AM;55.9 °F;49.6 °F;80 %;NW;2.6 mph;8.3 mph;29.79 in;0.00 in;0.00 in;0;45.1 w/m²
011024;10:19 AM;55.9 °F;49.5 °F;79 %;NNW;3.5 mph;14.5 mph;29.79 in;0.00 in;0.00 in;0;42.2 w/m²
011024;10:24 AM;55.8 °F;49.5 °F;80 %;NNW;2.1 mph;9.5 mph;29.79 in;0.00 in;0.00 in;0;38.4 w/m²
011024;10:29 AM;55.9 °F;49.8 °F;80 %;NW;1.7 mph;9.5 mph;29.79 in;0.00 in;0.00 in;0;35.9 w/m²
011024;10:34 AM;55.9 °F;49.8 °F;80 %;NW;1.3 mph;6.4 mph;29.79 in;0.00 in;0.00 in;0;42.8 w/m²
011024;10:39 AM;56.0 °F;49.8 °F;80 %;NW;2.1 mph;8.2 mph;29.79 in;0.00 in;0.00 in;0;55.1 w/m²
011024;10:44 AM;56.1 °F;49.6 °F;79 %;NW;2.9 mph;13.9 mph;29.80 in;0.00 in;0.00 in;0;57.2 w/m²
011024;10:49 AM;56.3 °F;49.7 °F;79 %;NNW;4.2 mph;13.5 mph;29.79 in;0.00 in;0.00 in;0;51.5 w/m²
011024;10:54 AM;56.4 °F;49.5 °F;78 %;NW;4.2 mph;14.9 mph;29.79 in;0.00 in;0.00 in;0;56.6 w/m²
011024;10:59 AM;56.6 °F;49.4 °F;77 %;WNW;2.9 mph;17.3 mph;29.79 in;0.00 in;0.00 in;0;55.1 w/m²
011024;11:04 AM;56.7 °F;49.5 °F;77 %;WNW;2.8 mph;13.1 mph;29.79 in;0.00 in;0.00 in;0;46.1 w/m²
011024;11:09 AM;56.7 °F;49.5 °F;77 %;SW;4.0 mph;16.0 mph;29.79 in;0.00 in;0.00 in;0;39.9 w/m²
011024;11:14 AM;56.7 °F;49.3 °F;77 %;NNW;3.8 mph;12.1 mph;29.79 in;0.00 in;0.00 in;0;41.1 w/m²
011024;11:19 AM;56.7 °F;49.2 °F;76 %;NW;4.4 mph;14.7 mph;29.79 in;0.00 in;0.00 in;0;44.8 w/m²
011024;11:24 AM;56.8 °F;49.2 °F;75 %;NNW;3.4 mph;12.1 mph;29.79 in;0.00 in;0.00 in;0;44 w/m²
011024;11:29 AM;56.9 °F;49.0 °F;75 %;NNW;3.8 mph;12.5 mph;29.79 in;0.00 in;0.00 in;0;73.1 w/m²
011024;11:34 AM;57.2 °F;49.0 °F;74 %;WNW;5.0 mph;16.0 mph;29.79 in;0.00 in;0.00 in;0;96.5 w/m²
011024;11:39 AM;57.5 °F;48.9 °F;73 %;NNW;5.7 mph;15.5 mph;29.79 in;0.00 in;0.00 in;0;98.1 w/m²
011024;11:44 AM;57.7 °F;49.1 °F;73 %;NW;4.2 mph;15.1 mph;29.79 in;0.00 in;0.00 in;0;78.4 w/m²
011024;11:49 AM;57.6 °F;49.5 °F;74 %;WNW;4.0 mph;20.4 mph;29.79 in;0.00 in;0.00 in;0;89.9 w/m²
011024;11:54 AM;57.7 °F;49.3 °F;73 %;NNW;2.5 mph;8.7 mph;29.79 in;0.00 in;0.00 in;0;81 w/m²
011024;11:59 AM;57.8 °F;49.0 °F;73 %;NW;4.4 mph;13.2 mph;29.79 in;0.00 in;0.00 in;0;82 w/m²
011024;12:04 PM;58.0 °F;49.3 °F;73 %;NNW;4.1 mph;15.5 mph;29.79 in;0.00 in;0.00 in;0;89 w/m²
011024;12:09 PM;58.3 °F;49.3 °F;72 %;NW;3.5 mph;14.7 mph;29.78 in;0.00 in;0.00 in;0;88.3 w/m²
011024;12:14 PM;58.3 °F;49.3 °F;72 %;NW;4.5 mph;19.7 mph;29.78 in;0.00 in;0.00 in;0;84.6 w/m²
011024;12:19 PM;58.5 °F;49.3 °F;71 %;NW;3.3 mph;12.5 mph;29.78 in;0.00 in;0.00 in;0;93.1 w/m²
011024;12:24 PM;58.6 °F;49.3 °F;71 %;NW;5.2 mph;27.4 mph;29.78 in;0.00 in;0.00 in;0;89 w/m²
011024;12:29 PM;58.6 °F;49.3 °F;71 %;NNW;4.7 mph;14.7 mph;29.78 in;0.00 in;0.00 in;0;85 w/m²
011024;12:34 PM;58.6 °F;49.2 °F;71 %;NNW;5.1 mph;17.1 mph;29.78 in;0.00 in;0.00 in;0;69.2 w/m²
011024;12:39 PM;58.6 °F;48.8 °F;70 %;NNW;4.6 mph;17.1 mph;29.78 in;0.00 in;0.00 in;0;82.9 w/m²
011024;12:44 PM;58.6 °F;48.9 °F;70 %;NW;3.3 mph;15.4 mph;29.78 in;0.00 in;0.00 in;0;83.6 w/m²
011024;12:49 PM;58.6 °F;48.9 °F;70 %;NW;4.8 mph;13.0 mph;29.78 in;0.00 in;0.00 in;0;92 w/m²
011024;12:54 PM;58.7 °F;48.7 °F;69 %;NW;4.3 mph;12.9 mph;29.78 in;0.00 in;0.00 in;1;118.7 w/m²
011024;12:59 PM;59.1 °F;48.7 °F;69 %;NW;3.2 mph;13.5 mph;29.78 in;0.00 in;0.00 in;1;115.9 w/m²
011024;1:04 PM;59.3 °F;48.9 °F;68 %;NW;3.5 mph;10.3 mph;29.78 in;0.00 in;0.00 in;0;108.3 w/m²
011024;1:09 PM;59.5 °F;48.9 °F;68 %;NNW;4.1 mph;15.5 mph;29.78 in;0.00 in;0.00 in;0;75.6 w/m²
011024;1:14 PM;59.2 °F;49.1 °F;69 %;NW;2.8 mph;9.2 mph;29.78 in;0.00 in;0.00 in;0;70.5 w/m²
011024;1:19 PM;59.1 °F;49.0 °F;69 %;NNW;2.4 mph;13.8 mph;29.78 in;0.00 in;0.00 in;0;85.8 w/m²
011024;1:24 PM;59.1 °F;49.0 °F;69 %;NW;3.4 mph;14.7 mph;29.78 in;0.00 in;0.00 in;0;94.7 w/m²
011024;1:29 PM;59.7 °F;49.2 °F;68 %;NNW;4.2 mph;16.6 mph;29.78 in;0.00 in;0.00 in;0;99.7 w/m²
011024;1:34 PM;59.6 °F;49.0 °F;68 %;WNW;3.5 mph;13.7 mph;29.78 in;0.00 in;0.00 in;1;147.3 w/m²
011024;1:39 PM;59.8 °F;48.7 °F;67 %;WNW;4.8 mph;15.8 mph;29.78 in;0.00 in;0.00 in;3;484.2 w/m²
011024;1:44 PM;60.3 °F;48.6 °F;65 %;NNW;2.3 mph;12.9 mph;29.78 in;0.00 in;0.00 in;3;475.8 w/m²
011024;1:49 PM;60.9 °F;49.2 °F;65 %;NW;4.5 mph;14.3 mph;29.78 in;0.00 in;0.00 in;3;417.4 w/m²
011024;1:54 PM;60.1 °F;49.0 °F;67 %;NW;2.5 mph;10.3 mph;29.78 in;0.00 in;0.00 in;3;477.4 w/m²
011024;1:59 PM;60.1 °F;48.9 °F;66 %;NNW;2.7 mph;8.1 mph;29.77 in;0.00 in;0.00 in;3;473.2 w/m²
011024;2:04 PM;61.1 °F;49.3 °F;65 %;NNW;1.0 mph;5.4 mph;29.77 in;0.00 in;0.00 in;3;467.2 w/m²
011024;2:09 PM;61.1 °F;49.4 °F;65 %;North;4.3 mph;14.6 mph;29.78 in;0.00 in;0.00 in;2;361.6 w/m²
011024;2:14 PM;60.5 °F;49.2 °F;66 %;;4.6 mph;14.1 mph;29.78 in;0.00 in;0.00 in;1;201 w/m²
011024;2:19 PM;59.7 °F;48.4 °F;66 %;NNW;2.4 mph;9.5 mph;29.78 in;0.00 in;0.00 in;3;486.9 w/m²
011024;2:24 PM;60.5 °F;48.3 °F;64 %;NNW;1.4 mph;5.7 mph;29.77 in;0.00 in;0.00 in;3;443.9 w/m²
011024;2:29 PM;61.5 °F;47.6 °F;60 %;NNW;3.9 mph;10.9 mph;29.77 in;0.00 in;0.00 in;3;471.2 w/m²
011024;2:34 PM;62.1 °F;48.4 °F;61 %;NNE;7.2 mph;17.8 mph;29.77 in;0.00 in;0.00 in;3;463.7 w/m²
011024;2:39 PM;61.7 °F;48.5 °F;62 %;SE;5.3 mph;15.8 mph;29.77 in;0.00 in;0.00 in;3;464.9 w/m²
011024;2:44 PM;62.1 °F;48.3 °F;60 %;NNW;3.6 mph;10.7 mph;29.76 in;0.00 in;0.00 in;3;447.5 w/m²
011024;2:49 PM;62.8 °F;48.0 °F;58 %;WNW;5.4 mph;10.1 mph;29.77 in;0.00 in;0.00 in;3;445 w/m²
011024;2:54 PM;62.4 °F;48.0 °F;59 %;WNW;5.6 mph;13.5 mph;29.76 in;0.00 in;0.00 in;3;410.8 w/m²
011024;2:59 PM;62.4 °F;48.1 °F;60 %;NNW;4.3 mph;12.1 mph;29.76 in;0.00 in;0.00 in;3;411.5 w/m²
011024;3:04 PM;62.7 °F;48.0 °F;59 %;NW;5.1 mph;17.4 mph;29.76 in;0.00 in;0.00 in;3;451.1 w/m²
011024;3:09 PM;63.0 °F;47.8 °F;58 %;NW;4.9 mph;12.9 mph;29.76 in;0.00 in;0.00 in;3;441.3 w/m²
011024;3:14 PM;63.5 °F;47.9 °F;57 %;NW;5.9 mph;13.7 mph;29.76 in;0.00 in;0.00 in;3;464.4 w/m²
011024;3:19 PM;63.3 °F;47.6 °F;57 %;ENE;7.5 mph;23.1 mph;29.76 in;0.00 in;0.00 in;3;458.2 w/m²
011024;3:24 PM;62.7 °F;47.8 °F;58 %;West;5.7 mph;14.1 mph;29.76 in;0.00 in;0.00 in;4;503 w/m²
011024;3:29 PM;62.3 °F;47.9 °F;59 %;WSW;6.3 mph;17.9 mph;29.76 in;0.00 in;0.00 in;3;427.2 w/m²
011024;3:34 PM;61.9 °F;47.9 °F;60 %;SSE;4.2 mph;12.8 mph;29.76 in;0.00 in;0.00 in;2;304.6 w/m²
011024;3:39 PM;62.1 °F;47.6 °F;59 %;NNW;5.5 mph;19.3 mph;29.76 in;0.00 in;0.00 in;2;298.1 w/m²
011024;3:44 PM;61.7 °F;48.0 °F;61 %;NNW;2.9 mph;14.2 mph;29.76 in;0.00 in;0.00 in;3;426.7 w/m²
