Date;Time;Temperature;Dew Point;Humidity;Wind;Speed;Gust;Pressure;Precip. Rate.;Precip. Accum.;UV;Solar
011024;6:14 AM;52.3 °F;50.9 °F;95 %;WSW;9.3 mph;11.5 mph;29.50 in;0.00 in;0.06 in;0;0 w/m²
011024;6:19 AM;52.3 °F;50.9 °F;95 %;WSW;8.3 mph;10.9 mph;29.50 in;0.00 in;0.06 in;0;0 w/m²
011024;6:24 AM;52.3 °F;50.9 °F;95 %;WSW;7.7 mph;9.6 mph;29.50 in;0.00 in;0.06 in;0;0 w/m²
011024;6:29 AM;52.4 °F;50.8 °F;94 %;WSW;8.2 mph;10.3 mph;29.50 in;0.00 in;0.06 in;0;0 w/m²
011024;6:34 AM;52.6 °F;50.8 °F;94 %;WSW;7.4 mph;9.4 mph;29.50 in;0.00 in;0.06 in;0;0 w/m²
011024;6:39 AM;52.7 °F;50.7 °F;93 %;WSW;7.2 mph;9.2 mph;29.50 in;0.00 in;0.06 in;0;0 w/m²
011024;6:44 AM;52.9 °F;50.9 °F;93 %;WSW;8.2 mph;10.0 mph;29.50 in;0.00 in;0.06 in;0;0 w/m²
011024;6:49 AM;53.1 °F;50.9 °F;92 %;WSW;7.7 mph;9.7 mph;29.50 in;0.00 in;0.06 in;0;0 w/m²
011024;6:54 AM;53.1 °F;50.9 °F;92 %;WSW;8.4 mph;10.5 mph;29.50 in;0.00 in;0.06 in;0;0 w/m²
011024;6:59 AM;53.2 °F;50.9 °F;92 %;WSW;8.3 mph;10.4 mph;29.50 in;0.00 in;0.06 in;0;0 w/m²
011024;7:04 AM;53.2 °F;50.7 °F;91 %;WSW;8.9 mph;11.5 mph;29.50 in;0.00 in;0.06 in;0;0 w/m²
011024;7:09 AM;53.2 °F;50.7 °F;91 %;WSW;8.8 mph;11.0 mph;29.50 in;0.00 in;0.06 in;0;0 w/m²
011024;7:14 AM;53.2 °F;50.7 °F;91 %;WSW;8.9 mph;10.9 mph;29.50 in;0.07 in;0.07 in;0;0 w/m²
011024;7:19 AM;53.3 °F;50.8 °F;91 %;WSW;8.4 mph;10.8 mph;29.50 in;0.07 in;0.07 in;0;0 w/m²
011024;7:24 AM;53.2 °F;50.5 °F;90 %;WSW;9.1 mph;11.3 mph;29.50 in;0.07 in;0.07 in;0;0 w/m²
011024;7:29 AM;53.4 °F;50.5 °F;90 %;West;7.5 mph;9.5 mph;29.50 in;0.00 in;0.07 in;0;0 w/m²
011024;7:34 AM;53.4 °F;50.5 °F;90 %;WSW;8.9 mph;11.0 mph;29.50 in;0.00 in;0.07 in;0;0.1 w/m²
011024;7:39 AM;53.4 °F;50.5 °F;90 %;WSW;7.5 mph;9.6 mph;29.50 in;0.00 in;0.07 in;0;0.2 w/m²
011024;7:44 AM;53.4 °F;50.5 °F;90 %;WSW;9.4 mph;12.0 mph;29.51 in;0.00 in;0.07 in;0;0.4 w/m²
011024;7:49 AM;53.4 °F;50.5 °F;90 %;WSW;9.0 mph;11.1 mph;29.50 in;0.00 in;0.07 in;0;0.8 w/m²
011024;7:54 AM;53.4 °F;50.5 °F;90 %;WSW;8.2 mph;10.3 mph;29.50 in;0.00 in;0.07 in;0;1.5 w/m²
011024;7:59 AM;53.4 °F;50.5 °F;90 %;WSW;7.0 mph;9.3 mph;29.51 in;0.00 in;0.07 in;0;3.2 w/m²
011024;8:04 AM;53.4 °F;50.5 °F;90 %;West;7.2 mph;9.2 mph;29.51 in;0.00 in;0.07 in;0;3.7 w/m²
011024;8:09 AM;53.3 °F;50.8 °F;91 %;WSW;8.7 mph;10.8 mph;29.50 in;0.00 in;0.07 in;0;3.4 w/m²
011024;8:14 AM;53.2 °F;50.7 °F;91 %;WSW;8.9 mph;11.3 mph;29.50 in;0.00 in;0.07 in;0;4.4 w/m²
011024;8:19 AM;53.4 °F;50.9 °F;91 %;WSW;8.8 mph;11.4 mph;29.51 in;0.00 in;0.07 in;0;4.8 w/m²
011024;8:24 AM;53.4 °F;50.9 °F;91 %;WSW;9.0 mph;11.4 mph;29.51 in;0.00 in;0.07 in;0;6.7 w/m²
011024;8:29 AM;53.4 °F;50.9 °F;91 %;WSW;7.8 mph;9.5 mph;29.51 in;0.00 in;0.07 in;0;5.4 w/m²
011024;8:34 AM;53.3 °F;50.8 °F;91 %;WSW;7.3 mph;9.1 mph;29.51 in;0.00 in;0.07 in;0;5.6 w/m²
011024;8:39 AM;53.2 °F;50.7 °F;91 %;WSW;8.2 mph;10.1 mph;29.51 in;0.00 in;0.07 in;0;4.5 w/m²
011024;8:44 AM;53.2 °F;50.7 °F;91 %;WSW;9.4 mph;11.8 mph;29.51 in;0.00 in;0.07 in;0;4.9 w/m²
011024;8:49 AM;53.4 °F;50.9 °F;91 %;WSW;8.9 mph;10.9 mph;29.51 in;0.00 in;0.07 in;0;4.7 w/m²
011024;8:54 AM;53.4 °F;50.9 °F;91 %;WSW;9.0 mph;11.2 mph;29.51 in;0.00 in;0.07 in;0;9.4 w/m²
011024;8:59 AM;53.4 °F;50.9 °F;91 %;WSW;8.3 mph;10.7 mph;29.51 in;0.00 in;0.07 in;0;10.5 w/m²
011024;9:04 AM;53.4 °F;50.9 °F;91 %;WSW;9.3 mph;11.2 mph;29.52 in;0.00 in;0.07 in;0;13.6 w/m²
011024;9:09 AM;53.4 °F;50.9 °F;91 %;West;7.7 mph;9.4 mph;29.52 in;0.00 in;0.07 in;0;22.8 w/m²
011024;9:14 AM;53.4 °F;50.9 °F;91 %;WSW;8.3 mph;10.6 mph;29.52 in;0.00 in;0.07 in;0;14.3 w/m²
011024;9:19 AM;53.4 °F;50.9 °F;91 %;WSW;9.3 mph;11.6 mph;29.52 in;0.00 in;0.07 in;0;16.9 w/m²
011024;9:24 AM;53.5 °F;51.0 °F;91 %;WSW;8.6 mph;11.0 mph;29.52 in;0.00 in;0.07 in;0;19.3 w/m²
011024;9:29 AM;53.6 °F;51.1 °F;91 %;WSW;8.4 mph;10.5 mph;29.52 in;0.00 in;0.07 in;0;26.5 w/m²
011024;9:34 AM;53.6 °F;51.1 °F;91 %;WSW;8.3 mph;10.2 mph;29.52 in;0.00 in;0.07 in;0;45.5 w/m²
011024;9:39 AM;53.7 °F;51.2 °F;91 %;WSW;9.1 mph;11.5 mph;29.52 in;0.00 in;0.07 in;0;35.3 w/m²
011024;9:44 AM;53.6 °F;51.1 °F;91 %;WSW;8.1 mph;10.4 mph;29.53 in;0.00 in;0.07 in;0;31.8 w/m²
011024;9:49 AM;53.7 °F;51.2 °F;91 %;WSW;9.1 mph;11.4 mph;29.52 in;0.00 in;0.07 in;0;32.7 w/m²
011024;9:54 AM;53.6 °F;51.1 °F;91 %;WSW;7.7 mph;9.6 mph;29.52 in;0.00 in;0.07 in;0;30 w/m²
011024;9:59 AM;53.7 °F;51.2 °F;91 %;WSW;8.7 mph;11.0 mph;29.52 in;0.00 in;0.07 in;0;28.2 w/m²
011024;10:04 AM;53.8 °F;51.3 °F;91 %;WSW;8.3 mph;10.3 mph;29.53 in;0.00 in;0.07 in;0;36.2 w/m²
011024;10:09 AM;53.8 °F;51.3 °F;91 %;WSW;8.5 mph;10.5 mph;29.52 in;0.00 in;0.07 in;0;39.8 w/m²
011024;10:14 AM;53.8 °F;51.3 °F;91 %;WSW;8.2 mph;10.3 mph;29.53 in;0.00 in;0.07 in;0;45.5 w/m²
011024;10:19 AM;53.8 °F;51.3 °F;91 %;WSW;8.5 mph;10.6 mph;29.53 in;0.00 in;0.07 in;0;39.5 w/m²
011024;10:24 AM;53.8 °F;51.3 °F;91 %;WSW;8.7 mph;10.7 mph;29.53 in;0.00 in;0.07 in;0;34.9 w/m²
011024;10:29 AM;54.0 °F;51.4 °F;91 %;WSW;8.9 mph;11.0 mph;29.53 in;0.00 in;0.07 in;0;36.7 w/m²
011024;10:34 AM;54.0 °F;51.1 °F;90 %;WSW;8.7 mph;10.9 mph;29.53 in;0.00 in;0.07 in;0;33.3 w/m²
011024;10:39 AM;54.0 °F;51.1 °F;90 %;WSW;8.6 mph;11.0 mph;29.53 in;0.00 in;0.07 in;0;35.6 w/m²
011024;10:44 AM;54.0 °F;51.1 °F;90 %;West;8.0 mph;10.2 mph;29.53 in;0.00 in;0.07 in;0;39.2 w/m²
011024;10:49 AM;54.0 °F;51.2 °F;90 %;WSW;9.0 mph;11.1 mph;29.53 in;0.00 in;0.07 in;0;40.7 w/m²
011024;10:54 AM;54.1 °F;51.3 °F;90 %;WSW;7.6 mph;10.0 mph;29.53 in;0.00 in;0.07 in;0;45.4 w/m²
011024;10:59 AM;54.1 °F;51.3 °F;90 %;WSW;8.0 mph;10.0 mph;29.53 in;0.00 in;0.07 in;0;47.2 w/m²
011024;11:04 AM;54.1 °F;51.3 °F;90 %;WSW;7.5 mph;9.4 mph;29.53 in;0.00 in;0.07 in;0;51 w/m²
011024;11:09 AM;54.1 °F;51.2 °F;90 %;West;9.1 mph;11.4 mph;29.53 in;0.00 in;0.07 in;0;45.6 w/m²
011024;11:14 AM;54.0 °F;51.3 °F;91 %;WSW;9.1 mph;11.3 mph;29.53 in;0.00 in;0.07 in;0;60.5 w/m²
011024;11:19 AM;54.1 °F;51.5 °F;91 %;WSW;7.9 mph;9.7 mph;29.53 in;0.00 in;0.07 in;0;63 w/m²
011024;11:24 AM;54.1 °F;52.0 °F;92 %;WSW;8.1 mph;10.0 mph;29.53 in;0.00 in;0.07 in;0;77.6 w/m²
011024;11:29 AM;54.1 °F;52.0 °F;92 %;WSW;9.8 mph;12.2 mph;29.53 in;0.00 in;0.07 in;1;119 w/m²
011024;11:34 AM;54.3 °F;52.0 °F;92 %;WSW;7.9 mph;10.0 mph;29.53 in;0.00 in;0.07 in;1;157.1 w/m²
011024;11:39 AM;54.7 °F;52.1 °F;91 %;WSW;8.7 mph;10.5 mph;29.53 in;0.00 in;0.07 in;1;174.4 w/m²
011024;11:44 AM;55.0 °F;52.2 °F;90 %;WSW;6.8 mph;8.4 mph;29.53 in;0.00 in;0.07 in;1;149.6 w/m²
011024;11:49 AM;55.2 °F;52.1 °F;89 %;WSW;7.1 mph;8.9 mph;29.53 in;0.00 in;0.07 in;0;96.5 w/m²
011024;11:54 AM;55.2 °F;51.9 °F;89 %;WSW;6.7 mph;8.9 mph;29.53 in;0.00 in;0.07 in;0;102.1 w/m²
011024;11:59 AM;55.6 °F;51.9 °F;88 %;WSW;7.4 mph;9.5 mph;29.53 in;0.00 in;0.07 in;1;107.6 w/m²
011024;12:04 PM;55.8 °F;52.0 °F;87 %;West;9.2 mph;11.8 mph;29.53 in;0.00 in;0.07 in;1;142.8 w/m²
011024;12:09 PM;55.9 °F;51.7 °F;86 %;WSW;10.3 mph;12.8 mph;29.53 in;0.00 in;0.07 in;2;241.8 w/m²
011024;12:14 PM;56.4 °F;51.7 °F;85 %;WSW;10.1 mph;12.9 mph;29.52 in;0.00 in;0.07 in;2;303.6 w/m²
011024;12:19 PM;56.7 °F;51.8 °F;84 %;WSW;11.5 mph;14.3 mph;29.52 in;0.00 in;0.07 in;2;252.5 w/m²
011024;12:24 PM;56.8 °F;51.9 °F;84 %;West;9.5 mph;11.6 mph;29.52 in;0.00 in;0.07 in;2;284.5 w/m²
011024;12:29 PM;56.8 °F;52.0 °F;84 %;West;7.8 mph;9.8 mph;29.52 in;0.00 in;0.07 in;1;183 w/m²
011024;12:34 PM;56.8 °F;52.0 °F;84 %;WSW;8.9 mph;11.2 mph;29.52 in;0.00 in;0.07 in;1;172.5 w/m²
011024;12:39 PM;56.7 °F;51.8 °F;84 %;WSW;8.1 mph;10.4 mph;29.52 in;0.00 in;0.07 in;1;192.4 w/m²
011024;12:44 PM;56.8 °F;52.1 °F;84 %;WSW;7.9 mph;9.9 mph;29.53 in;0.00 in;0.07 in;1;181.5 w/m²
011024;12:49 PM;56.7 °F;52.0 °F;85 %;West;9.1 mph;11.8 mph;29.52 in;0.00 in;0.07 in;1;190 w/m²
011024;12:54 PM;57.0 °F;52.4 °F;85 %;WSW;8.4 mph;10.5 mph;29.52 in;0.00 in;0.07 in;5;523.5 w/m²
011024;12:59 PM;57.4 °F;52.5 °F;84 %;WSW;9.7 mph;12.3 mph;29.51 in;0.00 in;0.07 in;2;224.8 w/m²
011024;1:04 PM;57.2 °F;52.4 °F;84 %;WSW;7.9 mph;10.0 mph;29.52 in;0.00 in;0.07 in;2;238.2 w/m²
011024;1:09 PM;57.3 °F;52.4 °F;84 %;West;9.9 mph;13.0 mph;29.52 in;0.00 in;0.07 in;2;231.8 w/m²
011024;1:14 PM;57.5 °F;52.7 °F;84 %;WSW;7.5 mph;9.5 mph;29.52 in;0.00 in;0.07 in;2;221.8 w/m²
011024;1:19 PM;57.7 °F;52.8 °F;84 %;WSW;7.8 mph;10.1 mph;29.52 in;0.00 in;0.07 in;3;310.9 w/m²
011024;1:24 PM;57.7 °F;52.9 °F;84 %;West;8.2 mph;10.2 mph;29.51 in;0.00 in;0.07 in;1;182.8 w/m²
011024;1:29 PM;57.7 °F;52.9 °F;84 %;WSW;10.2 mph;12.8 mph;29.52 in;0.00 in;0.07 in;2;238.1 w/m²
011024;1:34 PM;57.9 °F;52.9 °F;84 %;WSW;7.3 mph;9.4 mph;29.51 in;0.00 in;0.07 in;1;181.7 w/m²
011024;1:39 PM;57.8 °F;53.0 °F;84 %;WSW;6.4 mph;8.6 mph;29.51 in;0.00 in;0.07 in;1;128.8 w/m²
011024;1:44 PM;57.7 °F;52.9 °F;84 %;West;7.6 mph;9.8 mph;29.52 in;0.00 in;0.07 in;1;136 w/m²
011024;1:49 PM;57.9 °F;52.9 °F;84 %;West;6.0 mph;7.9 mph;29.51 in;0.00 in;0.07 in;1;107.2 w/m²
011024;1:54 PM;57.9 °F;52.7 °F;83 %;WSW;7.1 mph;9.1 mph;29.51 in;0.00 in;0.07 in;1;138.7 w/m²
011024;1:59 PM;58.1 °F;52.8 °F;82 %;West;8.3 mph;10.3 mph;29.51 in;0.00 in;0.07 in;1;140.2 w/m²
011024;2:04 PM;58.4 °F;53.0 °F;82 %;WSW;7.7 mph;9.7 mph;29.51 in;0.00 in;0.07 in;2;214.4 w/m²
011024;2:09 PM;58.7 °F;53.1 °F;82 %;WSW;8.4 mph;11.1 mph;29.51 in;0.00 in;0.07 in;2;208.1 w/m²
011024;2:14 PM;58.6 °F;53.2 °F;82 %;WSW;5.7 mph;7.9 mph;29.51 in;0.00 in;0.07 in;1;133.2 w/m²
011024;2:19 PM;58.6 °F;53.2 °F;82 %;West;6.2 mph;8.8 mph;29.51 in;0.00 in;0.07 in;1;115.2 w/m²
011024;2:24 PM;58.4 °F;53.1 °F;83 %;WSW;6.6 mph;8.6 mph;29.51 in;0.00 in;0.07 in;0;102.5 w/m²
011024;2:29 PM;58.3 °F;52.9 °F;82 %;West;7.2 mph;9.2 mph;29.51 in;0.00 in;0.07 in;1;108.7 w/m²
011024;2:34 PM;58.3 °F;52.9 °F;82 %;WSW;5.1 mph;6.7 mph;29.51 in;0.00 in;0.07 in;0;102.4 w/m²
011024;2:39 PM;58.3 °F;52.8 °F;82 %;WSW;8.1 mph;10.8 mph;29.51 in;0.00 in;0.07 in;1;109.2 w/m²
011024;2:44 PM;58.5 °F;52.7 °F;81 %;West;9.3 mph;11.9 mph;29.51 in;0.00 in;0.07 in;1;195.6 w/m²
011024;2:49 PM;58.9 °F;52.9 °F;80 %;West;7.4 mph;9.6 mph;29.50 in;0.00 in;0.07 in;1;188.9 w/m²
011024;2:54 PM;58.9 °F;53.2 °F;81 %;WSW;6.1 mph;7.4 mph;29.51 in;0.00 in;0.07 in;0;98.3 w/m²
011024;2:59 PM;58.8 °F;53.1 °F;81 %;WSW;7.1 mph;9.2 mph;29.50 in;0.00 in;0.07 in;1;131 w/m²
011024;3:04 PM;58.7 °F;53.0 °F;81 %;WSW;8.9 mph;10.9 mph;29.50 in;0.00 in;0.07 in;1;129.9 w/m²
011024;3:09 PM;58.6 °F;52.9 °F;81 %;West;8.3 mph;10.8 mph;29.50 in;0.00 in;0.07 in;1;114.2 w/m²
011024;3:14 PM;58.6 °F;52.8 °F;81 %;WSW;7.7 mph;9.5 mph;29.50 in;0.00 in;0.07 in;1;123.6 w/m²
011024;3:19 PM;58.7 °F;52.7 °F;80 %;WSW;8.1 mph;10.3 mph;29.50 in;0.00 in;0.07 in;1;182.8 w/m²
011024;3:24 PM;59.0 °F;53.0 °F;80 %;West;8.7 mph;11.5 mph;29.50 in;0.00 in;0.07 in;1;202.6 w/m²
011024;3:29 PM;59.1 °F;53.0 °F;80 %;WSW;8.3 mph;10.9 mph;29.50 in;0.00 in;0.07 in;1;153.8 w/m²
011024;3:34 PM;59.2 °F;53.1 °F;80 %;WSW;7.3 mph;9.2 mph;29.50 in;0.00 in;0.07 in;1;113.4 w/m²
011024;3:39 PM;59.2 °F;53.1 °F;80 %;West;7.8 mph;9.7 mph;29.50 in;0.00 in;0.07 in;1;140.5 w/m²
